id;mlu;style;tempo;performer;feel;barsspan;startbar;startbeat;endbar;endbeat;notes;length;divisions;subrhythm
5691;lick;-;UP;Pat Metheny;-;-;-;-;-;-;45;32;2,2,2,2,4,2,1,2,2,2,1,2,2,2,3,2,4,4,2,1,1,2,2,1,1,1,1,1,1,1,1,2;11,01,11,11,0001,01,1,11,01,11,1,11,01,11,111,01,1001,1001,11,1,1,11,01,1,1,1,1,1,1,1,1,01
5692;line;-;MEDIUM UP;John Coltrane;-;-;-;-;-;-;22;7;6,4,3,4,4,6,6;000001,1011,011,1111,0111,011101,011111
5693;lick;-;MEDIUM UP;Chet Baker;-;-;-;-;-;-;9;6;2,2,1,2,2,2;01,11,1,11,11,01
5694;lick;-;UP;Steve Coleman;-;-;-;-;-;-;11;5;4,2,2,2,2;1111,11,01,11,11
5695;line;-;UP;Don Ellis;-;-;-;-;-;-;14;9;4,2,2,2,2,2,1,1,2;0011,01,11,11,11,01,1,1,11
5696;lick;-;UP;Stan Getz;-;-;-;-;-;-;8;5;2,1,2,2,2;01,1,11,11,11
5697;line;-;MEDIUM UP;Milt Jackson;-;-;-;-;-;-;42;22;2,4,1,2,4,2,1,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2;11,1110,1,11,1110,11,1,11,11,11,11,11,01,11,11,11,111,11,1,11,1,11
5698;lick;-;UP;Sonny Rollins;-;-;-;-;-;-;56;38;2,2,2,2,2,2,3,4,2,1,2,4,2,2,2,2,2,3,2,3,4,1,1,2,2,2,1,1,2,2,2,1,4,2,2,2,2,2;01,11,01,01,11,11,111,0001,11,1,11,0001,01,11,11,01,11,011,11,111,0001,1,1,01,01,01,1,1,11,11,11,1,0001,01,01,01,01,11
5699;line;-;UP;John Coltrane;-;-;-;-;-;-;36;19;4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,2;0001,1,11,11,11,11,11,11,1,11,11,11,11,11,11,011,111,11,11
5700;lick;-;MEDIUM;Eric Dolphy;-;-;-;-;-;-;13;6;8,4,4,1,1,6;00000011,1111,1110,1,1,000011
5701;line;-;MEDIUM SLOW;Steve Coleman;-;-;-;-;-;-;73;26;2,3,4,4,4,6,3,4,4,4,3,4,4,3,4,4,3,4,4,4,2,4,4,4,4,4;11,111,1111,1111,1101,011011,011,0110,1111,1111,110,0001,1101,111,1100,0011,111,0111,1111,0011,11,0001,1111,1101,0111,0111
5702;lick;-;UP;Chris Potter;-;-;-;-;-;-;12;7;3,2,2,2,2,1,2;110,01,11,11,11,1,11
5703;lick;-;UP;Herbie Hancock;-;-;-;-;-;-;9;6;2,1,2,1,1,2;11,1,11,1,1,11
5704;line;-;MEDIUM UP;Paul Desmond;-;-;-;-;-;-;19;11;2,2,2,2,2,2,1,2,2,2,2;11,11,11,01,11,11,1,11,01,11,11
5705;lick;-;UP;J.J. Johnson;-;-;-;-;-;-;11;10;1,1,4,2,1,1,2,1,2,1;1,1,0001,11,1,1,01,1,01,1
5706;line;-;UP;John Coltrane;-;-;-;-;-;-;10;5;4,3,2,1,2;1111,011,01,1,11
5707;lick;-;UP;Don Ellis;-;-;-;-;-;-;3;3;1,1,2;1,1,01
5708;line;-;UP;David Liebman;-;-;-;-;-;-;29;17;2,2,2,2,2,4,4,1,1,1,2,3,2,2,1,2,2;11,11,01,11,11,1011,0011,1,1,1,11,011,11,11,1,11,01
5709;lick;-;MEDIUM;Miles Davis;-;-;-;-;-;-;9;6;4,1,1,2,2,6;1001,1,1,01,01,010011
5710;lick;-;UP;Stan Getz;-;-;-;-;-;-;7;5;2,2,2,2,1;11,01,01,11,1
5711;lick;-;UP;Gerry Mulligan;-;-;-;-;-;-;9;5;2,2,2,1,3;11,01,11,1,111
5712;lick;-;MEDIUM;Joe Henderson;-;-;-;-;-;-;22;5;6,7,4,4,3;111111,1111111,1111,1110,110
5713;lick;-;MEDIUM UP;Miles Davis;-;-;-;-;-;-;7;4;1,4,2,2;1,1100,11,11
5714;lick;-;MEDIUM;Clifford Brown;-;-;-;-;-;-;40;17;2,6,5,3,2,2,4,3,3,4,2,2,2,2,4,4,2;11,000001,01001,111,11,11,0111,111,111,1111,11,11,11,11,1011,0011,11
5715;line;-;MEDIUM;John Coltrane;-;-;-;-;-;-;63;17;4,4,1,6,6,8,6,4,6,4,4,4,4,4,6,6,2;1111,1001,1,011111,111011,11011111,111110,1111,101111,1100,1011,1111,0110,1111,111000,111111,01
5716;lick;-;UP;Fats Navarro;-;-;-;-;-;-;56;34;1,2,1,2,2,2,2,2,2,1,1,1,3,2,1,1,2,1,3,2,3,2,3,2,2,2,1,1,2,2,2,2,4,1;1,11,1,01,01,11,01,11,11,1,1,1,111,01,1,1,11,1,111,11,011,01,111,01,11,11,1,1,11,11,11,11,1111,1
5717;lick;-;MEDIUM;John Coltrane;-;-;-;-;-;-;30;8;4,6,6,8,4,4,4,6;1001,000011,110111,11111110,1011,1101,1111,110011
5718;lick;-;MEDIUM;Dizzy Gillespie;-;-;-;-;-;-;4;4;1,1,1,1;1,1,1,1
5719;lick;-;UP;John Coltrane;-;-;-;-;-;-;18;12;2,4,2,2,2,1,1,4,2,2,2,2;01,1011,11,11,01,1,1,1100,01,01,01,11
5720;lick;-;UP;Joe Lovano;-;-;-;-;-;-;7;5;2,1,1,3,1;11,1,1,110,1
5721;line;-;UP;Pepper Adams;-;-;-;-;-;-;13;6;3,2,2,2,4,2;111,11,11,11,1001,11
5722;line;-;UP;Steve Lacy;-;-;-;-;-;-;16;8;2,4,2,4,4,1,1,1;01,1011,11,1101,1111,1,1,1
5723;lick;-;UP;Steve Coleman;-;-;-;-;-;-;6;3;4,2,3;0001,11,111
5724;line;-;MEDIUM;Bob Berg;-;-;-;-;-;-;33;10;5,4,6,6,6,4,2,3,5,3;11111,0111,011101,011011,110011,0111,01,111,01111,110
5725;line;-;UP;John Coltrane;-;-;-;-;-;-;5;2;2,3;11,111
5726;lick;-;MEDIUM UP;Lee Morgan;-;-;-;-;-;-;23;12;2,2,3,2,1,2,4,2,4,6,3,6;01,11,011,01,1,01,0111,11,1110,000011,011,011001
5727;lick;-;UP;Paul Desmond;-;-;-;-;-;-;4;4;1,1,1,1;1,1,1,1
5728;lick;-;MEDIUM;Wayne Shorter;-;-;-;-;-;-;27;15;2,6,1,2,6,2,2,2,6,2,4,4,1,2,4;11,010101,1,11,000001,11,01,01,110101,01,0011,0110,1,11,0011
5729;line;-;UP;Steve Coleman;-;-;-;-;-;-;17;10;2,2,2,2,2,2,2,2,2,2;11,01,11,11,01,11,01,11,11,11
5730;line;-;MEDIUM;Bob Berg;-;-;-;-;-;-;17;5;3,4,4,4,4;111,1111,1111,0111,0111
5731;lick;-;UP;Pepper Adams;-;-;-;-;-;-;6;4;2,1,4,3;01,1,0110,110
5732;line;-;UP;Charlie Parker;-;-;-;-;-;-;22;10;2,2,3,2,4,2,2,2,2,3;11,11,111,11,1011,01,11,11,11,111
5733;line;-;UP;Steve Turre;-;-;-;-;-;-;6;4;3,2,1,1;011,11,1,1
5734;line;-;UP;Charlie Parker;-;-;-;-;-;-;16;9;2,2,2,1,2,4,2,2,2;01,11,11,1,11,0111,11,11,01
5735;line;-;UP;Stan Getz;-;-;-;-;-;-;30;15;2,2,2,2,4,2,4,3,2,2,2,2,2,2,2;11,11,11,11,1101,01,1110,011,11,11,11,11,11,01,11
5736;lick;-;UP;Kai Winding;-;-;-;-;-;-;11;8;2,2,1,1,2,2,1,2;01,11,1,1,11,11,1,01
5737;lick;-;MEDIUM UP;Art Pepper;-;-;-;-;-;-;2;1;2;11
5738;lick;-;UP;John Coltrane;-;-;-;-;-;-;52;31;2,2,2,3,2,1,1,2,2,4,2,4,2,2,2,3,1,2,2,2,2,1,1,1,2,4,1,4,1,2,4;11,11,11,011,11,1,1,11,01,0001,01,1001,11,11,11,011,1,11,11,11,11,1,1,1,01,1011,1,0111,1,01,1011
5739;lick;-;MEDIUM;Hank Mobley;-;-;-;-;-;-;3;2;4,6;0001,010001
5740;lick;-;MEDIUM UP;Art Pepper;-;-;-;-;-;-;5;3;2,1,4;11,1,1001
5741;line;-;UP;Lee Konitz;-;-;-;-;-;-;17;9;4,2,2,2,2,2,1,2,2;1101,11,11,11,11,11,1,11,01
5742;line;-;MEDIUM SLOW;Hank Mobley;-;-;-;-;-;-;25;9;8,1,1,4,4,4,4,6,1;00000101,1,1,1111,1111,1111,1011,110111,1
5743;line;-;UP;Dizzy Gillespie;-;-;-;-;-;-;21;12;4,2,2,2,2,1,1,1,4,2,2,4;1001,11,11,11,11,1,1,1,1011,11,11,0001
5744;lick;-;MEDIUM SLOW;Joe Lovano;-;-;-;-;-;-;2;1;3;110
5745;line;-;UP;Pepper Adams;-;-;-;-;-;-;21;12;2,2,2,2,2,2,2,2,2,4,2,1;11,11,11,11,01,01,11,11,11,1001,11,1
5746;line;-;MEDIUM UP;Sonny Stitt;-;-;-;-;-;-;43;15;1,4,2,4,4,3,4,4,4,1,3,3,6,6,4;1,0011,01,1111,1111,011,1111,0110,1110,1,111,111,101111,101101,1111
5747;lick;-;UP;John Coltrane;-;-;-;-;-;-;6;4;2,2,4,3;01,01,0001,111
5748;lick;-;UP;Dexter Gordon;-;-;-;-;-;-;26;15;4,4,2,1,4,2,4,5,2,2,2,4,2,2,2;1001,0110,11,1,0110,01,0110,01111,01,01,11,0001,11,01,11
5749;line;-;MEDIUM UP;Fats Navarro;-;-;-;-;-;-;35;15;4,2,4,5,2,2,2,5,4,2,2,2,2,1,2;0011,11,0111,10111,11,11,11,10111,0111,11,11,11,11,1,11
5750;lick;-;MEDIUM UP;Eric Dolphy;-;-;-;-;-;-;18;9;1,1,1,1,1,2,4,6,2;1,1,1,1,1,11,1111,111011,11
5751;line;-;UP;Art Pepper;-;-;-;-;-;-;21;12;2,2,2,2,4,2,2,2,2,2,2,2;01,11,11,11,0011,01,11,11,11,11,11,01
5752;line;-;UP;Miles Davis;-;-;-;-;-;-;15;10;1,1,1,1,2,4,2,2,2,2;1,1,1,1,11,1001,11,01,11,11
5753;lick;-;UP;Herbie Hancock;-;-;-;-;-;-;35;24;2,2,2,1,2,2,1,1,2,2,3,2,1,1,4,2,2,2,2,2,4,2,2,2;01,01,11,1,11,01,1,1,01,11,011,01,1,1,0110,01,11,11,11,11,0001,01,11,11
5754;lick;-;UP;John Coltrane;-;-;-;-;-;-;13;8;2,2,3,2,2,2,1,2;01,11,011,01,11,11,1,11
5755;lick;-;MEDIUM;Eric Dolphy;-;-;-;-;-;-;9;7;2,3,4,2,1,1,4;11,011,0001,01,1,1,0001
5756;line;-;MEDIUM UP;Charlie Parker;-;-;-;-;-;-;16;8;1,1,4,2,1,4,5,2;1,1,1100,11,1,1111,10101,11
5757;lick;-;MEDIUM UP;Joe Henderson;-;-;-;-;-;-;16;6;2,2,3,4,2,5;11,11,111,1110,11,10111
5758;line;-;UP;John Coltrane;-;-;-;-;-;-;15;8;3,2,3,2,1,2,2,2;011,11,011,11,1,11,11,11
5759;lick;-;UP;Dexter Gordon;-;-;-;-;-;-;19;13;2,3,1,1,4,2,2,1,2,2,1,1,2;01,011,1,1,1100,11,01,1,11,11,1,1,11
5760;line;-;UP;John Coltrane;-;-;-;-;-;-;12;6;2,2,4,2,2,3;11,01,1001,11,11,111
5761;line;-;UP;Charlie Parker;-;-;-;-;-;-;41;23;2,2,1,2,2,2,2,4,2,3,2,2,3,2,2,2,4,3,4,2,2,2,2;11,11,1,11,11,01,11,0001,11,011,11,01,011,11,01,11,0011,011,1101,11,01,11,11
5762;line;-;UP;Joe Lovano;-;-;-;-;-;-;24;14;1,1,1,2,2,2,2,2,2,3,2,2,2,2;1,1,1,01,11,11,11,11,11,111,01,11,11,11
5763;lick;-;UP;John Coltrane;-;-;-;-;-;-;8;4;2,4,2,2;11,0111,11,01
5764;lick;-;UP;Chris Potter;-;-;-;-;-;-;15;9;2,4,2,1,4,2,2,1,2;11,1100,11,1,0011,11,01,1,11
5765;lick;-;MEDIUM UP;Woody Shaw;-;-;-;-;-;-;19;10;2,2,2,6,3,4,4,2,2,4;01,11,01,000011,110,1001,0011,11,11,0111
5766;line;-;UP;Miles Davis;-;-;-;-;-;-;17;8;2,4,2,2,2,2,2,2;11,1111,11,11,11,11,11,01
5767;lick;-;UP;Joe Henderson;-;-;-;-;-;-;4;4;1,2,2,2;1,01,01,01
5768;lick;-;MEDIUM SLOW;Joe Lovano;-;-;-;-;-;-;5;2;2,4;01,1111
5769;lick;-;MEDIUM;Miles Davis;-;-;-;-;-;-;7;3;4,4,4;0001,1101,1110
5770;line;-;UP;Phil Woods;-;-;-;-;-;-;26;14;4,2,2,2,1,4,1,2,2,2,2,2,1,2;1101,11,11,11,1,1001,1,11,11,11,11,11,1,11
5771;line;-;MEDIUM UP;John Coltrane;-;-;-;-;-;-;72;27;6,3,4,4,4,4,1,1,2,2,2,1,4,6,4,4,2,6,5,4,4,4,3,1,4,4,5;011001,111,1111,1100,0011,0111,1,1,11,01,01,1,1111,111100,1101,0111,11,111100,10111,1101,0111,1111,111,1,1111,0001,11111
5772;line;-;UP;Steve Lacy;-;-;-;-;-;-;57;30;3,1,1,1,1,1,4,2,1,3,1,4,4,1,2,2,2,3,2,3,4,2,2,2,4,3,1,1,1,3;011,1,1,1,1,1,1101,11,1,111,1,1011,1001,1,11,11,11,111,11,111,1011,11,11,11,1001,111,1,1,1,111
5773;lick;-;MEDIUM UP;Paul Desmond;-;-;-;-;-;-;9;5;2,2,2,2,2;11,11,11,01,11
5774;line;-;UP;Miles Davis;-;-;-;-;-;-;12;7;2,2,2,4,4,1,1;11,11,11,0001,1011,1,1
5775;lick;-;UP;John Coltrane;-;-;-;-;-;-;11;5;2,2,2,3,4;01,11,11,111,0111
5776;lick;-;MEDIUM UP;Woody Shaw;-;-;-;-;-;-;5;1;5;11111
5777;lick;-;MEDIUM;Sonny Rollins;-;-;-;-;-;-;3;3;1,1,1;1,1,1
5778;lick;-;MEDIUM UP;Cannonball Adderley;-;-;-;-;-;-;29;13;4,2,1,1,2,8,6,3,3,1,1,1,1;1001,11,1,1,11,11111111,011011,011,111,1,1,1,1
5779;lick;-;MEDIUM UP;Art Pepper;-;-;-;-;-;-;9;5;2,2,2,2,2;11,11,11,11,01
5780;lick;-;UP;Pepper Adams;-;-;-;-;-;-;6;4;1,1,2,2;1,1,11,11
5781;line;-;MEDIUM;J.J. Johnson;-;-;-;-;-;-;12;3;6,8,3;111011,10001011,111
5782;line;-;UP;Dizzy Gillespie;-;-;-;-;-;-;51;23;4,3,4,2,6,4,2,2,3,3,2,2,3,4,2,2,3,2,2,4,2,2,1;1110,111,1110,11,100011,0111,11,11,111,111,11,01,011,1001,11,11,011,11,11,0110,11,11,1
5783;lick;-;UP;Miles Davis;-;-;-;-;-;-;18;11;1,2,2,1,4,2,2,1,2,2,3;1,11,11,1,1011,11,01,1,01,11,011
5784;line;-;UP;Steve Lacy;-;-;-;-;-;-;57;30;2,2,2,1,3,1,1,3,2,2,2,2,2,2,2,2,2,2,4,1,3,1,2,2,2,2,2,2,2,2;11,11,11,1,111,1,1,111,01,01,11,11,11,11,11,11,11,11,1011,1,111,1,11,11,11,11,11,11,11,11
5785;line;-;UP;Steve Turre;-;-;-;-;-;-;4;3;2,2,1;11,01,1
5786;line;-;UP;Sonny Rollins;-;-;-;-;-;-;5;4;2,1,1,2;11,1,1,01
5787;lick;-;UP;John Coltrane;-;-;-;-;-;-;6;3;4,3,4;1001,111,0001
5788;lick;-;MEDIUM;Charlie Parker;-;-;-;-;-;-;6;4;1,2,2,4;1,01,11,1001
5789;line;-;UP;David Liebman;-;-;-;-;-;-;10;5;4,1,2,2,3;1011,1,11,01,111
5790;lick;-;UP;Art Pepper;-;-;-;-;-;-;3;2;2,2;11,01
5791;lick;-;MEDIUM;Cannonball Adderley;-;-;-;-;-;-;10;4;2,3,3,2;11,111,111,11
5792;line;-;MEDIUM;Steve Turre;-;-;-;-;-;-;8;4;2,2,2,8;11,11,11,00100001
5793;lick;-;UP;Don Ellis;-;-;-;-;-;-;7;5;1,1,1,2,4;1,1,1,01,1101
5794;lick;-;MEDIUM UP;Art Pepper;-;-;-;-;-;-;17;7;2,2,2,4,6,2,2;11,11,11,0111,101110,11,11
5795;lick;-;MEDIUM;Miles Davis;-;-;-;-;-;-;2;2;1,1;1,1
5796;lick;-;UP;David Liebman;-;-;-;-;-;-;12;8;2,2,1,2,1,2,2,2;11,11,1,01,1,01,11,11
5797;lick;-;UP;John Abercrombie;-;-;-;-;-;-;4;3;2,1,2;01,1,11
5798;lick;-;MEDIUM UP;David Liebman;-;-;-;-;-;-;70;23;3,1,4,3,1,1,4,4,4,7,4,6,6,4,6,4,5,6,3,6,1,4,6;111,1,1111,011,1,1,0111,0001,1111,0001111,1111,000011,000111,1111,011111,1011,11111,101011,111,111011,1,0111,101011
5799;lick;-;MEDIUM SLOW;Joe Lovano;-;-;-;-;-;-;15;6;4,4,1,10,2,4;0111,0111,1,0000011001,01,1111
5800;lick;-;MEDIUM;Wayne Shorter;-;-;-;-;-;-;12;6;6,1,3,4,4,1;000111,1,011,1100,1101,1
5801;lick;-;UP;Gerry Mulligan;-;-;-;-;-;-;33;20;2,2,2,2,2,2,1,1,1,1,2,1,1,4,1,2,1,2,2,2;11,11,11,11,11,11,1,1,1,1,11,1,1,1101,1,11,1,11,11,11
5802;line;-;MEDIUM;Bob Berg;-;-;-;-;-;-;16;9;2,2,4,2,2,1,2,2,4;01,11,1110,01,11,1,11,01,0111
5803;lick;-;UP;Michael Brecker;-;-;-;-;-;-;78;38;6,4,4,6,4,2,2,3,2,2,4,3,3,3,1,1,4,3,3,4,2,6,4,2,2,2,1,4,2,4,2,2,2,2,1,1,2,4;000001,0011,1111,110111,1011,11,11,111,11,11,0111,111,011,011,1,1,0111,011,011,1111,01,110111,0001,11,11,01,1,0001,11,0001,01,01,11,01,1,1,11,0111
5804;line;-;UP;Clifford Brown;-;-;-;-;-;-;21;10;3,2,2,2,2,2,2,3,4,1;011,11,11,11,11,11,11,111,1101,1
5805;line;-;UP;Joe Henderson;-;-;-;-;-;-;21;13;2,2,2,2,2,2,2,2,2,4,2,2,2;01,11,11,11,01,11,11,01,11,0001,11,11,01
5806;lick;-;MEDIUM;Sonny Rollins;-;-;-;-;-;-;3;2;1,4;1,1100
5807;lick;-;UP;J.J. Johnson;-;-;-;-;-;-;18;13;1,2,4,2,1,1,1,2,2,2,2,4,3;1,01,1001,11,1,1,1,01,11,01,01,0011,011
5808;lick;-;MEDIUM UP;Joe Henderson;-;-;-;-;-;-;3;2;2,2;11,01
5809;line;-;MEDIUM UP;Clifford Brown;-;-;-;-;-;-;18;9;2,2,2,2,2,3,2,2,3;11,11,11,11,11,011,11,11,011
5810;lick;-;MEDIUM UP;Lee Morgan;-;-;-;-;-;-;52;26;2,3,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,2,1,6,2,6,4,5,2,2;01,111,11,01,01,0111,11,11,11,01,11,01,01,11,111,111,110,11,1,100101,01,111100,0011,11110,11,01
5811;lick;-;MEDIUM;Zoot Sims;-;-;-;-;-;-;6;6;2,4,2,2,2,1;01,0001,01,01,01,1
5812;lick;-;MEDIUM UP;Bob Berg;-;-;-;-;-;-;13;5;6,1,2,3,4;111110,1,11,011,1101
5813;line;-;MEDIUM SLOW;Steve Coleman;-;-;-;-;-;-;15;5;4,4,4,10,4;1011,0001,0111,1000010011,1111
5814;lick;-;UP;Gerry Mulligan;-;-;-;-;-;-;10;6;2,1,2,4,2,2;11,1,11,1001,11,01
5815;lick;-;UP;John Coltrane;-;-;-;-;-;-;10;5;2,1,4,2,2;11,1,1111,11,01
5816;lick;-;MEDIUM UP;John Coltrane;-;-;-;-;-;-;9;5;4,4,2,2,4;0001,0001,01,11,1111
5817;lick;-;MEDIUM UP;Paul Desmond;-;-;-;-;-;-;6;4;2,2,2,2;01,11,01,11
5818;lick;-;MEDIUM UP;Cannonball Adderley;-;-;-;-;-;-;9;4;3,4,4,6;111,1001,1001,100001
5819;lick;-;UP;John Coltrane;-;-;-;-;-;-;17;8;1,3,3,3,4,3,3,2;1,011,011,111,1001,111,011,11
5820;line;-;MEDIUM SLOW;Steve Lacy;-;-;-;-;-;-;22;7;6,10,6,3,4,2,3;100101,1010110111,010101,111,1100,11,011
5821;line;-;MEDIUM UP;Hank Mobley;-;-;-;-;-;-;20;10;4,4,3,2,2,1,1,4,3,4;0001,0001,011,11,11,1,1,1111,111,1110
5822;lick;-;UP;Wayne Shorter;-;-;-;-;-;-;16;11;1,2,1,2,2,1,4,3,2,2,2;1,11,1,01,11,1,0001,011,11,01,11
5823;lick;-;UP;Miles Davis;-;-;-;-;-;-;5;4;2,1,2,1;01,1,11,1
5824;lick;-;MEDIUM;Wayne Shorter;-;-;-;-;-;-;13;6;4,6,4,4,3,2;1101,100111,0001,0001,111,01
5825;lick;-;MEDIUM;Dexter Gordon;-;-;-;-;-;-;15;5;3,4,6,7,4;111,0111,010101,0010001,1111
5826;lick;-;MEDIUM UP;Woody Shaw;-;-;-;-;-;-;22;10;2,2,2,4,4,2,3,3,4,4;11,11,11,1001,1101,11,011,111,1100,1001
5827;lick;-;UP;Michael Brecker;-;-;-;-;-;-;11;9;1,1,1,1,1,2,1,3,2;1,1,1,1,1,01,1,111,01
5828;line;-;UP;J.J. Johnson;-;-;-;-;-;-;21;13;1,2,1,2,2,2,1,3,3,2,1,4,4;1,11,1,11,11,11,1,110,111,11,1,0001,0001
5829;line;-;UP;Charlie Parker;-;-;-;-;-;-;31;14;4,2,2,2,2,4,4,2,2,3,4,2,4,2;1001,11,11,11,11,1101,1101,11,11,111,1001,11,1101,01
5830;line;-;UP;Lee Konitz;-;-;-;-;-;-;44;22;2,2,3,4,2,2,2,4,2,2,2,2,2,2,1,1,3,4,4,1,2,2;11,11,111,0001,11,11,11,1011,11,01,11,11,11,11,1,1,111,1101,1101,1,11,11
5831;lick;-;UP;Chris Potter;-;-;-;-;-;-;11;6;2,2,2,2,4,2;11,01,11,11,1001,11
5832;lick;-;UP;Miles Davis;-;-;-;-;-;-;6;5;1,2,1,2,1;1,01,1,11,1
5833;line;-;UP;Lee Konitz;-;-;-;-;-;-;18;10;3,2,2,3,2,2,2,2,2,2;011,11,11,110,11,01,11,11,11,01
5834;lick;-;UP;Miles Davis;-;-;-;-;-;-;8;6;1,1,4,4,2,1;1,1,1001,0001,11,1
5835;line;-;MEDIUM;Clifford Brown;-;-;-;-;-;-;61;24;3,2,3,2,3,3,2,2,2,2,2,2,2,2,1,3,2,1,6,1,4,5,6,6;111,11,111,11,111,111,11,11,11,11,11,11,11,11,1,111,11,1,110111,1,1110,01111,111011,010111
5836;line;-;MEDIUM;Miles Davis;-;-;-;-;-;-;43;19;6,2,2,1,3,4,4,3,4,4,6,4,5,4,2,4,4,2,2;111010,01,11,1,111,1011,0011,011,0001,1111,001001,0111,11111,0001,01,0001,1011,11,11
5837;line;-;MEDIUM SLOW;John Coltrane;-;-;-;-;-;-;22;5;8,4,6,3,4;01111111,1111,111110,111,0111
5838;line;-;UP;Michael Brecker;-;-;-;-;-;-;10;5;2,3,1,2,2;11,111,1,11,11
5839;lick;-;UP;John Coltrane;-;-;-;-;-;-;11;6;2,3,4,3,1,2;11,011,0111,011,1,01
5840;lick;-;UP;John Coltrane;-;-;-;-;-;-;8;2;6,2;111111,11
5841;line;-;UP;Dexter Gordon;-;-;-;-;-;-;9;5;3,2,1,3,4;111,11,1,110,0001
5842;line;-;UP;Joe Henderson;-;-;-;-;-;-;14;7;2,2,2,3,4,4,2;01,11,11,011,1111,0001,11
5843;lick;-;UP;Joe Lovano;-;-;-;-;-;-;14;8;2,2,2,2,2,2,2,1;11,11,11,11,11,01,11,1
5844;line;-;MEDIUM UP;David Liebman;-;-;-;-;-;-;32;14;4,2,6,1,2,2,4,6,6,1,2,2,2,2;1111,11,001001,1,01,11,1111,101111,010101,1,11,11,01,11
5845;line;-;UP;Branford Marsalis;-;-;-;-;-;-;47;27;6,2,2,2,2,2,2,2,4,2,2,3,3,3,3,2,2,2,4,2,2,2,2,2,2,2,1;010001,11,01,01,11,01,11,01,1001,01,11,011,011,111,111,11,01,11,1011,01,11,01,11,11,01,11,1
5846;lick;-;MEDIUM;Milt Jackson;-;-;-;-;-;-;55;26;2,1,1,3,3,2,4,2,2,3,4,2,4,3,1,3,2,2,4,3,2,4,2,2,2,3;11,1,1,111,111,01,1011,01,01,111,0001,01,0111,111,1,111,11,11,0111,111,11,1011,11,11,11,111
5847;lick;-;MEDIUM SLOW;Michael Brecker;-;-;-;-;-;-;9;2;8,6;01011001,111101
5848;lick;-;UP;Steve Lacy;-;-;-;-;-;-;7;6;1,2,1,1,1,4;1,11,1,1,1,0001
5849;lick;-;MEDIUM SLOW;Steve Lacy;-;-;-;-;-;-;11;6;2,1,4,6,2,1;11,1,0111,010011,01,1
5850;line;-;MEDIUM UP;Cannonball Adderley;-;-;-;-;-;-;16;9;2,2,4,2,1,1,2,2,2;11,11,1001,11,1,1,11,11,11
5851;lick;-;MEDIUM;Steve Coleman;-;-;-;-;-;-;8;3;6,1,1,4;000111,1,0,1111
5852;lick;-;UP;Nat Adderley;-;-;-;-;-;-;7;6;1,1,1,2,2,2;1,1,1,11,01,01
5853;lick;-;MEDIUM UP;Curtis Fuller;-;-;-;-;-;-;9;5;2,2,1,2,2;11,11,1,11,11
5854;lick;-;MEDIUM;Miles Davis;-;-;-;-;-;-;5;4;4,1,1,2;0011,1,1,01
5855;line;-;UP;David Liebman;-;-;-;-;-;-;58;29;2,3,2,2,4,4,3,4,2,2,2,2,2,2,1,1,4,3,3,2,4,4,3,4,1,2,2,2,2;11,111,01,01,1110,1111,111,1001,11,11,01,11,01,11,1,1,1110,011,011,11,1001,1111,111,1001,1,11,01,01,11
5856;lick;-;UP;J.J. Johnson;-;-;-;-;-;-;13;10;2,2,2,2,2,1,2,1,2,1;01,11,01,01,11,1,01,1,11,1
5857;lick;-;UP;John Coltrane;-;-;-;-;-;-;2;2;2,2;01,01
5858;line;-;UP;Michael Brecker;-;-;-;-;-;-;46;24;3,3,4,3,5,4,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2;011,111,0011,011,00111,1011,0001,1,11,11,11,11,011,111,11,11,01,01,01,01,11,11,11,11
5859;lick;-;MEDIUM UP;Art Pepper;-;-;-;-;-;-;11;7;3,4,1,2,1,4,2;011,1001,1,01,1,1001,11
5860;lick;-;UP;John Coltrane;-;-;-;-;-;-;4;2;2,3;11,011
5861;lick;-;UP;Sonny Stitt;-;-;-;-;-;-;4;4;1,1,1,1;1,1,1,1
5862;line;-;MEDIUM UP;John Coltrane;-;-;-;-;-;-;36;11;2,2,2,6,2,4,4,6,4,4,4;11,01,01,110111,11,1111,1111,111011,1111,1111,1111
5863;lick;-;UP;Dexter Gordon;-;-;-;-;-;-;10;7;1,2,1,4,2,3,1;1,11,1,0001,11,110,1
5864;lick;-;UP;Clifford Brown;-;-;-;-;-;-;17;8;2,2,2,2,2,4,5,1;11,11,01,11,11,0111,01111,1
5865;line;-;UP;Branford Marsalis;-;-;-;-;-;-;23;17;4,4,2,2,2,2,2,2,4,1,1,2,1,1,2,2,2;1100,1011,01,01,01,01,01,01,1011,1,1,11,1,1,01,01,01
5866;line;-;MEDIUM UP;Wynton Marsalis;-;-;-;-;-;-;49;21;3,4,2,4,3,4,4,2,2,4,3,6,2,2,4,4,2,2,2,6,3;011,1111,01,0111,111,1111,0111,01,01,1001,111,110011,01,11,1101,0001,11,01,11,110011,011
